City,Country,Lat,Lng,Date,Temp,Humidity,Cloudiness,Wind Speed
aasiaat,gl,71.50335529949572,-52.976559879034426,1530988169,35.55,98,0,2.37
luorong,cn,24.523000819021888,109.69082273299279,1530988169,72.54,99,92,2.82
akdepe,tm,42.259817407388,57.130936020198874,1530988169,92.79,22,36,9.64
tromso,no,70.23087804093743,18.183232075766767,1530985800,50,81,75,4.7
morros,br,-8.76412063407723,-46.64202818746202,1530988169,90.45,34,0,11.99
labuhan,id,-15.384892082335412,97.38772219817616,1530988169,77.22,100,64,18.14
naze,jp,21.121330873028967,136.76379338355974,1530988170,83.61,100,56,27.65
kribi,cm,2.7590035042316003,9.4344545333812,1530988170,78.3,100,88,4.27
luderitz,na,-34.770362345664,2.7120070224574704,1530988170,60.57,100,36,17.58
urusha,ru,55.825444161864,122.59025802225045,1530988170,63.63,59,12,5.39
sakakah,sa,29.996935591683567,39.48150134952971,1530986400,93.2,13,0,8.05
canora,ca,51.84284124514406,-102.39958070422352,1530986400,80.6,51,1,20.8
lompoc,us,29.32578885913607,-125.00004430696653,1530988171,67.32,98,0,19.04
volginskiy,ru,56.11198169824945,39.22010431518956,1530988171,64.62,74,36,4.38
bathsheba,bb,17.592677754364914,-46.932145692544026,1530988171,77.22,100,44,18.03
angoche,mz,-17.03642950810064,40.76213636633588,1530988171,79.2,97,0,7.96
caravelas,br,-22.270283770275796,-26.930627856237408,1530988171,71.28,100,92,7.63
krasnaya zarya,ru,52.76403955457832,37.78686196313177,1530988171,65.7,70,24,5.95
lazaro cardenas,mx,-0.934580166174726,-112.4329719628847,1530988171,77.04,100,76,14.45
upernavik,gl,85.97389877448228,-45.249169432718645,1530988172,34.74,90,0,20.71
guerrero negro,mx,16.349779462030398,-127.3791825501524,1530988172,78.3,100,80,15.35
falmouth,gb,50.06644344315788,-4.954151296537702,1530985800,72.55,72,0,9.17
simao,cn,23.721136507373885,101.01601281121657,1530988172,64.62,99,92,1.92
bundaberg,au,-25.348866065906122,151.33423818625783,1530988172,45,80,0,11.43
port shepstone,za,-31.349391437575008,31.299949697879697,1530988172,68.67,100,0,6.51
kayes,ml,14.725093291796355,-10.987954489331457,1530988172,92.7,64,56,4.61
paucartambo,pe,-12.815192481944138,-71.71543083330226,1530988173,67.77,39,8,0.81
kathmandu,np,28.486588614074805,84.90184612562553,1530988173,47.07,100,88,1.59
bastia,fr,43.06293314698206,9.507474228590013,1530986400,78.8,74,0,3.36
brae,gb,67.08625633596586,-0.4044169600118721,1530988173,50.13,95,92,21.5
iskateley,ru,68.37483595841454,54.08073666478873,1530988173,43.47,89,8,23.06
san patricio,mx,11.612719248655822,-111.98158460764469,1530988173,82.26,100,20,10.76
rawson,ar,-45.0083300079734,-61.91763086992738,1530988173,47.07,95,32,11.99
mehamn,no,81.95444745783553,28.39962118544733,1530988174,33.48,93,48,19.04
yuksekova,tr,37.13961233514253,44.247677171653095,1530988174,65.07,31,0,1.59
cap malheureux,mu,-14.993232765930955,58.75376104413823,1530988174,76.95,100,64,27.09
quzhou,cn,28.45022471194848,118.69032067755666,1530988174,71.28,98,76,1.81
kahului,us,31.47863932925101,-151.94894680703317,1530988174,70.74,100,80,17.25
tagusao,ph,13.286463014431263,114.58505213212146,1530988174,84.24,97,88,16.69
maragogi,br,-11.470226432207184,-32.25299436546379,1530988174,78.21,100,32,18.59
muros,es,45.50213355789646,-18.585464893241323,1530988174,65.25,98,8,6.85
saldanha,za,-36.597896231618144,4.866393765963949,1530988175,58.77,97,92,17.69
monte carmelo,br,-18.712106402820424,-47.81657104532292,1530982800,75.2,33,0,10.29
tumannyy,ru,71.42283230742748,35.90414430128604,1530988175,47.07,97,8,6.62
itarema,br,3.9611962933760623,-36.30483193527422,1530988175,80.19,100,56,6.51
walvis bay,na,-26.56649477751933,4.228631162182751,1530988175,68.49,97,0,10.54
arlit,ne,20.40497790351364,8.014430906895512,1530988175,96.93,9,8,8.63
raudeberg,no,63.04889555973392,3.1690382823747996,1530988176,53.55,99,24,12.77
atar,mr,20.03446500181623,-14.341605968042728,1530988176,105.12,19,0,5.61
digby,ca,44.51498944591472,-66.12459262548798,1530988176,64.17,58,0,7.29
provideniya,ru,40.70655338163721,-176.73640256776437,1530988176,61.65,95,88,7.74
longyearbyen,sj,83.751947323781,24.96281480059551,1530988176,32.85,96,44,13
vicksburg,us,32.05819844433471,-91.04008994750897,1530987300,86.86,62,20,3.36
skelleftea,se,64.60688477740032,21.47021572200046,1530985800,62.6,67,0,12.75
saint-joseph,re,-24.449904387182485,55.98212527640581,1530988177,70.02,100,24,20.15
haibowan,cn,40.7022561051954,105.74801878111555,1530988177,56.7,48,0,7.74
camapua,br,-19.113205574585322,-53.87521692064024,1530988177,89.1,29,8,8.41
araouane,ml,19.31590972334604,-5.087602583956311,1530988177,106.83,12,24,6.06
crab hill,bb,14.7599658379538,-58.5282426057326,1530988177,80.1,100,32,18.03
logstor,dk,56.998335112736186,9.060161670622676,1530988177,66.33,76,0,12.66
rognan,no,67.07031298274981,15.155195659503164,1530985800,53.6,81,75,12.75
urumqi,cn,44.24716717466862,87.90756868345466,1530984600,80.6,26,0,4.47
saint-georges,gf,3.726127490861842,-51.80649320290203,1530986400,87.8,55,20,6.93
le port,re,-20.219058936000962,54.36718747322999,1530988178,75.15,100,8,8.97
mnogovershinnyy,ru,54.25185726642849,139.15260756911107,1530988178,54.27,80,20,2.59
putnok,hu,48.41873902453068,20.492189598724366,1530986400,73.4,46,0,5.82
petatlan,mx,17.581020865274354,-100.89934531962739,1530985440,91.4,63,40,9.17
ha tinh,vn,17.495902545555793,105.65253937634543,1530988178,71.73,100,92,3.04
kautokeino,no,68.08699515309468,22.03561241477476,1530985800,50,93,90,8.05
tiznit,ma,26.87962589546852,-10.26719662692605,1530988179,99.72,29,8,7.07
riyadh,sa,22.046141405254943,46.1449054665635,1530988179,93.51,11,0,9.64
berlevag,no,79.64072100974855,31.70897301212321,1530988179,34.47,93,88,21.27
san quintin,mx,28.950344860795084,-117.50240258041373,1530988179,67.59,97,0,5.39
menongue,ao,-15.470189887119574,18.79474564598945,1530988179,61.65,39,0,8.52
klaksvik,fo,62.66214232408447,-5.409212864333853,1530988179,52.02,94,92,19.71
petrolina,br,-9.134815922908643,-40.644049280043674,1530986400,87.8,35,40,9.17
sindand,af,33.604697534695006,62.561950958286985,1530988179,79.2,23,0,11.99
langenzersdorf,at,48.27434093777242,16.442375388869152,1530986400,77.04,33,0,14.99
havelock,us,33.03710602481905,-71.06667523537392,1530988180,80.1,97,80,21.27
dingle,ie,52.91569191209251,-15.60574448420553,1530988180,60.57,96,92,15.12
shwebo,mm,22.71514104667959,95.29010852466644,1530988180,76.14,99,92,10.2
barisal,bd,22.52504400845052,90.4393805127462,1530988180,81.18,95,92,9.86
saint-denis,re,-18.548897514691234,55.472410119451524,1530988180,75.42,100,48,22.84
nouadhibou,mr,22.370787397119315,-19.04860489525356,1530988180,71.1,95,0,19.26
mahina,pf,-15.32594175061351,-149.0929975527337,1530988180,78.75,100,92,12.33
janauba,br,-15.547226034345996,-43.288826176995514,1530988181,84.06,31,0,7.29
lapua,fi,62.720111352754344,23.057425558217204,1530985800,62.6,72,75,11.41
dawson creek,ca,55.12543336039812,-120.88082355516741,1530988181,55.08,76,88,8.75
nauchnyy gorodok,ru,53.419560677782016,83.34944142633452,1530986400,59,67,0,8.95
litoral del san juan,co,4.42667309161348,-79.1319643758685,1530988181,77.31,100,80,4.5
am timan,td,11.409720253077083,20.46102083353344,1530988181,81.54,73,20,3.6
taber,ca,49.20093286382286,-111.84370918274846,1530988181,79.38,35,0,18.48
zapadnaya dvina,ru,55.99783094831997,31.981400384627506,1530988182,61.38,97,76,10.65
dianopolis,br,-11.467717470626312,-46.883448742334906,1530988182,89.55,31,0,7.4
tacna,pe,-17.913887063265065,-70.78613677710955,1530986400,63.46,68,75,6.93
susehri,tr,40.16852041969295,37.89681151453672,1530988182,57.24,70,0,1.92
soanierana ivongo,mg,-16.667145621809993,49.76818377006671,1530988182,73.17,98,88,15.23
verkhnyaya sinyachikha,ru,58.15240226548636,61.74178873679344,1530988182,65.97,92,56,2.37
surt,ly,30.396463101400073,18.12235374917853,1530988182,79.74,67,0,15.23
labutta,mm,15.942528440221821,94.53504013971752,1530988183,79.38,97,92,10.76
alma,ca,48.82994438402821,-71.74221968163198,1530986400,66.2,68,75,3.36
nenjiang,cn,49.2736185053688,125.97427018132652,1530988183,61.65,78,56,8.41
narsaq,gl,79.78078613562772,-64.4140508844501,1530988183,32.85,99,92,2.59
tunceli,tr,39.13419441827506,39.599660983604906,1530985800,76.1,27,0,6.93
bennettsville,us,34.444532157833436,-79.77817917288382,1530987300,76.62,70,75,16.11
nome,us,66.69800795126224,-164.49100831877556,1530988183,57.51,87,0,4.16
srandakan,id,-13.837409914456643,108.05869402051036,1530988183,80.01,100,76,20.27
trapani,it,38.93637913752525,11.79316714300603,1530988184,76.41,96,0,12.77
thinadhoo,mv,-0.02478148724421203,65.44650038385524,1530988184,82.89,100,80,12.1
tikalaan,ph,7.9631070085809625,124.66185626584559,1530988184,61.74,91,32,2.26
los aquijes,pe,-13.797658164523256,-75.10764335826138,1530988184,62.37,28,0,3.83
the valley,ai,22.265818404018688,-61.78982500612118,1530988184,81,99,24,15.79
susanville,us,40.098758644054385,-120.98676775394662,1530986100,80.6,30,1,4.7
valparaiso,cl,-32.80960784264027,-73.54240625918686,1530988184,56.97,98,20,12.88
buraydah,sa,22.92411026425377,43.454253698103514,1530988184,95.31,11,92,8.3
kapit,my,0.15556002255672752,114.21502141820224,1530988185,73.08,94,88,0.92
sangar,ru,64.74416887074975,128.0453624013723,1530988185,65.88,33,0,3.49
tukan,ru,53.79330236356503,57.62862128275529,1530988185,70.2,53,88,4.83
chardara,kz,41.63554905418633,67.82818760794066,1530988185,83.43,24,0,12.88
lorengau,pg,5.445432527139928,146.0409821621721,1530988185,79.92,100,88,14.45
pervomayskiy,ru,51.42228543177433,115.87357115090339,1530988185,59.58,99,92,5.61
russell,nz,-28.219303260902706,178.22751478503972,1530988185,65.97,100,0,13.22
beypur,in,11.213321186149372,75.70247814341874,1530986400,77,83,75,3.36
codrington,ag,25.753091962585913,-55.028615045298395,1530988186,80.37,97,0,16.69
venice,us,25.961423980984577,-85.40260345983296,1530988186,86.58,95,64,8.97
alice springs,au,-20.15455497005682,134.8304875222243,1530988186,51.75,41,0,16.24
saint-francois,gp,20.19188789199734,-52.31641149755744,1530988186,78.48,100,80,20.27
kita,ml,14.111066789931485,-9.286459332063941,1530988186,89.73,70,0,5.28
karakendzha,tj,38.92194355458611,72.11614540967034,1530988186,26.28,100,12,0.92
auki,sb,-6.705996176518042,162.03002482288395,1530988186,79.74,100,68,13.89
sept-iles,ca,53.48731123847199,-66.41238815253962,1530988187,56.43,69,44,20.04
geraldton,ca,53.96954758593952,-87.50587165445441,1530988187,81.27,50,76,22.5
sola,vu,-11.612775752382447,169.0571064257923,1530988187,82.71,99,0,20.27
hearst,ca,49.989801881156865,-84.38244599057212,1530988187,78.75,48,12,10.87
skibbereen,ie,49.846899988378425,-9.931326628613192,1530988187,63.36,100,0,3.6
gardan diwal,af,35.32613760379921,68.30469682696676,1530988187,42.3,71,0,1.59
aviles,es,45.2400936746011,-6.122076818248331,1530988187,67.77,100,0,13.22
sivas,tr,39.72460605251507,36.6103925265071,1530985800,59,72,0,8.05
machali,cl,-34.34435042427089,-70.30255147417286,1530988188,28.17,85,0,0.69
puerto lopez,co,3.889113299502341,-72.86331729484591,1530988188,82.71,98,36,4.61
longlac,ca,49.72056330711746,-86.68644985084673,1530986400,80.6,47,75,19.46
pimentel,pe,-8.608084060503131,-82.54426895993963,1530988188,67.32,100,0,14.56
kutno,pl,52.07482281183212,19.45451862403536,1530986400,73.4,33,0,4.7
kasulu,tz,-4.265538623381545,30.18263110808323,1530988188,59.94,73,0,3.71
manadhoo,mv,5.366030962644771,75.86091428238598,1530988188,80.82,100,68,19.93
sorland,no,69.02712780654369,8.137505771708021,1530988189,49.86,95,12,18.92
wojkowice,pl,50.465102364985,19.1083249873476,1530986400,74.44,35,0,9.17
terra rica,br,-22.435008392382144,-52.72285757104737,1530988189,88.83,30,8,8.19
kissidougou,gn,9.403187879271286,-9.936723868258355,1530988189,75.06,88,92,4.94
mount isa,au,-17.641463185302953,137.68448353597893,1530988189,60.3,38,0,17.02
progreso,mx,24.99220978866765,-90.87873036778137,1530988189,85.59,98,56,5.28
dori,bf,13.962612822736759,-0.42987223293337706,1530988189,88.2,79,0,3.15
kroya,id,-10.172771930901334,108.46350718239768,1530988190,79.11,98,92,19.37
cabo san lucas,mx,12.670870811988934,-114.42304116771085,1530988190,82.62,98,44,13.44
gwadar,pk,22.82466137329088,63.011420330897465,1530988190,82.71,100,8,25.86
grand river south east,mu,-19.82634209783896,73.08046204798723,1530988190,72.54,100,48,21.16
touros,br,2.262593972183467,-29.394153895348012,1530988190,78.75,100,24,13.33
egvekinot,ru,63.382313536675696,-178.68388160758118,1530988190,48.78,100,80,13.44
puqi,cn,28.95015113777137,113.9386219463023,1530988190,75.06,99,88,2.71
zhigansk,ru,69.65090694112035,123.31007704977611,1530988190,54.9,97,56,4.5
tarakan,id,3.2728928468538214,117.22773424076428,1530988191,74.34,95,36,1.48
dwarka,in,21.226616846319175,68.14576965488524,1530988191,84.24,100,64,19.82
agadez,ne,15.860658999153216,8.168912899190957,1530988191,97.65,23,48,4.61
taitung,tw,21.859838969236222,121.41182107660319,1530988191,84.87,99,64,13.78
saint-louis,sn,17.12533058066488,-16.826667757067355,1530988191,74.52,100,0,12.1
pochutla,mx,13.076136656327705,-96.02678853385665,1530988191,83.52,100,100,14
beloha,mg,-34.97892451952826,41.37015851147302,1530988191,59.04,100,20,6.17
mangaratiba,br,-23.592005872247313,-43.82287240303117,1530988192,71.1,100,8,13
kirakira,sb,-14.92780751311092,160.02167871332205,1530988192,79.02,98,76,15.9
sjenica,rs,42.7986101899005,19.702643752184287,1530986400,75.2,64,40,3.36
sisimiut,gl,63.37259061647845,-58.817605561930634,1530988192,35.37,100,92,20.49
maua,ke,0.32425279790871286,38.63627256671816,1530988192,75.87,52,0,14.79
akureyri,is,65.44246284428729,-17.720755210768374,1530986400,50,87,90,8.05
maarianhamina,fi,59.80158911155519,19.683552712249025,1530985800,64.4,48,0,11.41
rungata,ki,-3.449859636439683,177.92662108748175,1530988192,83.25,100,80,14.67
formoso do araguaia,br,-10.639498788861772,-51.66605331161327,1530988193,85.05,72,0,6.96
gubkinskiy,ru,64.11118961507452,76.72937678370971,1530988193,64.62,44,56,13.44
tocopilla,cl,-22.564559018263054,-70.63859881048413,1530988193,58.68,100,64,9.75
grand gaube,mu,-11.672490955694286,65.99534088091295,1530988193,78.84,100,92,24.07
hofn,is,59.06817556366863,-13.106416973918016,1530988193,55.17,92,92,19.82
bridlington,gb,54.83609919416881,1.5775721243709029,1530988193,60.84,100,0,3.38
lianyuan,cn,28.108287695451267,111.56010038761139,1530988193,72.9,99,100,2.59
ypsonas,cy,33.016261513215866,32.63883238784476,1530988194,80.64,98,0,12.21
dolbeau,ca,50.746900456595455,-71.67282939654127,1530988194,55.62,86,92,17.47
kaniama,cd,-8.106132492860269,24.372994249368503,1530988194,70.2,41,0,7.07
shimanovsk,ru,52.28971669282291,127.74584929213256,1530988194,56.61,78,0,4.16
saint-michel-des-saints,ca,46.54741681792248,-74.01285779429249,1530988194,72.27,54,8,6.96
fukue,jp,34.18765519837066,125.93452959723396,1530988194,71.82,100,24,21.5
corn island,ni,13.037056324306079,-82.90477956263992,1530988194,81.18,100,36,19.82
chifeng,cn,43.6849379621091,117.65654209577468,1530988194,58.68,95,80,4.38
colesberg,za,-30.399792670923468,25.66356786345898,1530988195,40.5,100,0,5.95
nizhniy kuranakh,ru,61.14946222341334,123.86386064109973,1530988195,66.24,68,0,5.28
najran,sa,17.059909380490197,45.16375047777771,1530988195,87.3,17,92,6.4
matara,lk,-2.517639071400808,81.85535008090636,1530988195,80.1,100,20,9.53
katsuura,jp,22.823025010975513,150.9843816717855,1530988195,83.7,98,88,18.14
karaton,kz,45.28164394727111,52.86990474511555,1530988195,89.28,34,56,12.21
bambanglipuro,id,-12.948087551320384,108.82483677761184,1530988195,80.64,98,24,20.04
karkaralinsk,kz,48.946193422908834,74.98403608795019,1530988195,63.63,83,20,1.14
uwayl,sd,9.944207583468952,27.400050003440725,1530988196,82.35,56,12,7.18
sulurpeta,in,14.072057733403625,80.44690966367824,1530988196,79.29,100,92,20.49
ende,id,-7.825737967305443,121.47061229462076,1530988196,81.99,100,0,12.1
tubruq,ly,31.823992404830605,24.392971016904,1530988196,77.4,74,0,15.68
taraz,kz,42.566822879493685,71.244110145127,1530986400,82.4,17,0,8.95
minuri,ph,16.432122862119556,122.09397800171729,1530988196,72.99,100,88,2.59
kokopo,pg,-4.779860960472263,152.7370052398402,1530988196,77.67,100,88,8.97
tenenkou,ml,15.39516541239756,-4.81026825611022,1530988197,92.88,58,36,4.61
petropavlivka,ua,48.43635667508826,36.45215774473763,1530988197,79.92,35,48,8.63
salalah,om,11.581304473944826,58.29067719430074,1530988197,80.91,95,56,28.54
ravar,ir,31.20873269877734,57.59398127538671,1530988197,82.98,14,0,2.26
namatanai,pg,0.39269989030951535,156.38392335018932,1530988197,81.9,100,32,7.4
avera,pf,-23.980394401185436,-151.40675375348044,1530988197,68.85,100,100,18.03
port-cartier,ca,53.316069418797156,-69.49012143794866,1530988197,56.25,70,44,15.46
turukhansk,ru,64.22194707352202,91.28972669896933,1530988197,47.25,79,0,2.59
mikhaylovka,kz,43.86600683658625,72.40027571443434,1530988198,74.97,23,0,11.99
saint anthony,ca,54.50676402438859,-53.95728871924068,1530988198,36.9,93,76,31.56
cuamba,mz,-13.766918428382539,36.45839692674295,1530988198,70.2,59,100,6.29
gravdal,no,71.06303841287993,11.444664001828585,1530988198,48.24,94,92,19.6
lagoa vermelha,br,-28.36903233706944,-51.75046218230193,1530988198,71.46,67,80,21.72
quarai,br,-30.000751147472535,-56.66010547519531,1530986400,56.34,93,90,14.99
prince rupert,ca,50.10279410402424,-133.6711793136858,1530988198,55.62,100,76,3.71
sioux lookout,ca,52.200684279650005,-90.40580246086269,1530988199,81.27,49,92,13.22
zdvinsk,ru,54.547820220873035,78.2159123234286,1530988199,70.2,70,64,14.9
ketchikan,us,49.50388505087125,-135.73917277254662,1530988199,54.54,100,32,3.15
cockburn harbour,tc,22.48970067982313,-71.46702347315815,1530988199,82.98,96,36,15.46
sao jose da coroa grande,br,-12.217190518672481,-29.22052436162906,1530988199,76.95,100,0,17.47
mirnyy,ru,62.04914710966162,113.28394905378616,1530988199,50.58,98,92,6.4
kvarkeno,ru,51.77307913058786,59.570077999462285,1530988199,77.85,54,88,4.94
matadi,cd,-5.369927137796324,13.608383410666647,1530988199,76.5,77,0,2.15
humberto de campos,br,-1.0208949550683002,-43.10078041568309,1530988200,76.14,100,88,11.65
obigarm,tj,38.515413145061984,69.6232552652975,1530986400,80.6,42,92,6.71
vaitupu,wf,-11.000807429622128,-175.57089655020766,1530988200,78.75,100,92,17.81
honiara,sb,-13.095549060186954,158.72216258558723,1530988200,79.92,100,76,18.14
bud,no,67.85966051906993,5.692064740670617,1530988200,50.49,96,76,19.82
macia,mz,-25.11438089942864,32.81307600045736,1530988200,66.78,80,88,9.75
santa fe,cu,20.958879880847135,-82.4089252664879,1530988200,84.69,98,12,17.69
oranjestad,aw,14.614114537212217,-71.31495293226442,1530988201,81.63,99,88,23.73
ngukurr,au,-18.93952567367674,135.19357218652743,1530988201,54.72,34,0,17.69
praya,id,-13.415964469994151,115.55068252670156,1530988201,80.01,100,0,20.83
mahibadhoo,mv,3.755328095787334,71.27990500127655,1530988201,79.02,100,100,11.99
anopino,ru,55.884829471724316,40.66990916792372,1530988201,67.68,63,56,4.72
omboue,ga,-6.426104676416045,0.9180607320181196,1530988202,75.24,100,0,9.19
vaitape,pf,-18.224396150102933,-155.1801221203057,1530988202,80.28,99,76,18.14
lephepe,bw,-22.98040335294054,25.726333195100153,1530988203,52.56,85,92,9.53
faya,td,17.87640088037965,20.27382797502179,1530988203,95.76,13,32,8.97
baykit,ru,62.764355975582276,98.37626364166437,1530988203,43.92,87,20,2.15
petropavlovsk-kamchatskiy,ru,52.235999870394096,161.64712983108728,1530988203,49.05,93,0,15.23
hualmay,pe,-13.70808294400095,-83.50300680594066,1530988203,66.24,100,88,17.25
eufaula,us,31.593591338287055,-85.27971155061435,1530986640,81.86,66,20,3.6
iquique,cl,-20.79815398306316,-69.65280141936422,1530986400,60.8,72,90,5.82
mangit,uz,42.537835926874266,60.64184883701478,1530988204,92.16,26,0,8.52
lerwick,gb,60.7903566983172,1.055592613538721,1530985800,59.04,82,0,6.93
broken hill,au,-29.102309104068645,142.97794841030685,1530988246,36.45,83,0,7.74
irbil,iq,36.16270616640766,43.75672681371063,1530986400,91.4,14,0,6.93
uppsala,se,60.502426559746795,18.19358802659255,1530988206,62.55,70,0,5.84
robertsport,lr,5.348688829241965,-12.55264991030262,1530988206,79.02,100,88,8.41
amapa,br,1.7325871171717324,-50.052400675593276,1530988206,83.34,97,0,13.44
nizhnyaya tavda,ru,57.51023943487971,65.88117962995219,1530986400,71.6,73,0,4.47
luba,gq,2.385498770522787,7.88839578351363,1530988207,79.92,100,88,5.61
high level,ca,59.15500574206888,-119.77513746373432,1530988207,54.27,66,80,5.95
vardo,no,89.93006600436613,35.40112560779232,1530988207,32.49,99,76,18.7
ahuimanu,us,28.224855685854422,-155.69196912329375,1530988207,73.08,100,76,18.81
galiwinku,au,-10.12225313784927,136.29983391230166,1530988207,78.93,99,0,19.82
vung tau,vn,9.726417015590286,107.97498747039936,1530988207,83.16,95,68,16.91
saint-esteve,fr,42.71807676795038,2.4810445159529877,1530986400,83.35,48,0,9.17
eyl,so,5.509450816085462,53.95074146215276,1530988208,79.65,97,32,27.98
xian,cn,33.79260317062848,109.1484499290039,1530988208,64.98,88,12,1.92
farap,tm,39.319132621059595,63.45742643127687,1530986400,89.6,19,0,6.93
camargo,bo,-20.79007322022811,-64.96488196704517,1530988208,64.53,69,20,2.15
atlantic city,us,36.83482087831446,-72.48977226725081,1530988208,76.23,100,88,14.67
nador,ma,31.624315235285295,-1.9979853895993358,1530986400,107.6,9,40,4.7
palora,ec,-1.8471380238192978,-76.75811349053383,1530988208,90.81,49,24,3.15
gusau,ng,11.64479074499721,5.990966109186246,1530988208,78.03,87,48,4.94
koslan,ru,65.74251855660486,49.425376468825164,1530988209,61.92,96,100,4.72
bargal,so,10.65557126506745,58.224965800154166,1530988209,80.82,96,12,29.33
puerto colombia,co,12.866988779784919,-77.47694642020505,1530988209,82.17,97,68,26.75
kotelnich,ru,58.19597096878164,48.10230159885052,1530988209,68.04,70,76,4.5
awjilah,ly,28.317872578332626,20.41066778703896,1530988209,92.52,22,0,19.6
khani,ru,58.58498132072933,120.02683191586101,1530988209,63.63,100,92,2.59
boa vista,br,3.9814464633158764,-64.18643573048588,1530988209,77.04,76,12,2.59
qaqortoq,gl,60.186450115074365,-48.12820205594525,1530988210,41.4,98,92,45.88
pokhara,np,28.31027101356149,84.46007276440878,1530988210,58.5,94,92,2.37
nyurba,ru,67.89454847073418,117.83555847364113,1530988210,45.09,100,92,7.18
praia,cv,11.791870767593693,-21.210002989944684,1530988210,77.22,100,0,4.27
kozhva,ru,65.33363902480312,55.526449212720564,1530988210,65.88,91,80,2.26
villacidro,it,39.47574404024377,8.722489370052074,1530985800,85.33,42,0,17.22
xuddur,so,6.008695553160919,44.16244670432988,1530988210,81.72,44,20,12.66
bowen,au,-17.74941350507298,151.38353325768202,1530988210,74.7,100,0,14.56
